ItemId,IDE,Freq,ItemName,Ierarhie1,Ierarhie2,IsActive
503055,3452,476,BOOKLOVERS BOOKMARK WITH ELASTIC BAND,5,62,1
669260,3453,476,JOE DISPENZA / DISTRUGE-TI OBICEIURILE NOCIVE!  ED A II A,1,48,1
467056,3454,475,GOURMET BAR WHITE SALTED BUTTER CARAMEL,13,157,1
510488,3455,475,PIERCE BROWN / FURIA AURIE (FURIA ROSIE VOL 2),1,0,1
528948,3456,475,TOVE JANSSON / CARTEA VERII,1,121,1
547360,3457,475,JACK WEATHERFORD / GENGHIS-HAN SI NASTEREA LUMII MODERNE,1,17,1
553688,3458,475,DESPARTIRI IN SILABE/ TRIOPUZZLE,1,3,1
572334,3459,475,COLLECTABLE NEW BONE CHINA MUG -SIMON'S CAT KITTEN SLOGAN / MUG276,9,14,1
575107,3460,475,MOON NIGHT LIGHT / 27346,10,20,1
217101,3461,474,RHONDA BYRNE / PUTEREA (SECRETUL)# 9786068080567,1,49,1
415541,3462,474,SET CADOU CU AGENDA DE BUZUNAR CU COPERTA DIN PIELE NATURALA RECICLATA SI TOC CALIGRAFIE,11,100,1
475579,3463,474,ARTHUR C. CLARKE / SFARSITUL COPILARIEI_PB ED 2016,1,0,1
496105,3464,474,BENJAMIN SPOCK / INGRIJIREA SUGARULUI SI A COPILULUI ED 12,1,33,1
514399,3465,474,RALUCA FEHER / SPLENDIDUL LOC AL FERICIRII SUPREME,1,9,1
563374,3466,474,MARIA SHARAPOVA / DE NEOPRIT. VIATA MEA DE PANA ACUM,1,9,1
678950,3467,474,BTS GROUP BED / LP2140,21,113,1
430132,3468,473,STEPHEN HAWKING / SCURTA ISTORIE A TIMPULUI (REEDIT) III,1,32,1
363526,3469,473,ENCICLOPEDIA LUMII PENTRU COPII,1,3,1
390419,3470,473,MR. MEN MINI-MARKS - MR. STRONG / 30907,12,31,1
459238,3471,473,ISTET DE MIC! PREGATIREA PRESCOLARULUI. TOATE CUNOSTINTELE NECESARE 4-5 ANI,1,3,1
400504,3472,473,STILOU SAFARI 013 M PINK # VT21585,11,100,1
406570,3473,473,STILOU SAFARI 013 F PINK,11,100,1
477877,3474,473,M445 Flavored rooibos tea Orange/Eucalyptus flavoured,13,79,1
485721,3475,473,BREAKFAST OF CHAMPIONS SPOON,9,16,1
588507,3476,473,DAVID MCKEE / ELMER SI URSULETUL PIERDUT,1,3,1
375920,3477,472,KEEP  CALM  COASTER,9,16,1
390954,3478,472,FELICITARE FM,11,23,1
180759,3479,472,ANTOINE DE SAINT-EXUPERY / THE LITTLE PRINCE (WORDSWORTH),0,3,1
488650,3480,472,ADONIS / ISLAMUL SI VIOLENTA,1,17,1
490498,3481,472,JOSÉ SARAMAGO / OMUL DUPLICAT (TOP 10),1,0,1
511122,3482,472,ROCKIN' GUITAR PEN / 4432-EU,5,134,1
534173,3483,472,MINI SECRETS BOX MEDIUM - AIR BALLON,25,126,1
169369,3484,472,METRO 2033,0,0,1
573432,3485,472,JACK LONDON / CARTEA COPIILOR ISTETI- COLT ALB,1,3,1
575103,3486,472,PEAR NIGHT LIGHT / 27257,10,20,1
598930,3487,472,STEVEN CARTER JULIA SOKOL / BARBATI CARE NU POT IUBI,1,45,1
628378,3488,472,DEAN BURNETT / CREIERUL FERICIT,1,45,1
642067,3489,472,SVEN NORDQVIST / TARABOI IN GRADINA DE ZARZAVATURI,1,3,1
163223,3490,471,MOLESKINE NOTEBOOK LARGE PLAIN BLACK HARD COVER / QP062,5,54,1
459307,3491,471,CARTE POSTALA ILUSTRATA CONSTANTA,11,100,1
419660,3492,471,POEZIOARE SI CANTECELE,1,3,1
397421,3493,471,DVD / LA DOLCE VITA (1960),8,15,1
586184,3494,471,TRISH COOK / SUB SOARELE NOPTII,1,121,1
605822,3495,471,ANNA TODD / CELE MAI STRALUCITOARE STELE,1,0,1
533452,3496,470,REUSABLE ICE CUBE S/30 / CU165,9,246,1
546554,3497,470,FOLLOW THE RULER - RULER,5,95,1
560598,3498,470,SADHGURU / INGINERIA INTERIOARA: GHIDUL UNUI YOGHIN CATRE STAREA DE BUCURIE,1,49,1
594179,3499,470,RICHARD MORGAN / CARBON MODIFICAT  (RICHARD MORGAN),1,0,1
604544,3500,470,SUMMER LEAVES NOTECARDS / GTNC1802,5,170,1
455861,3501,469,EVGHENI VODOLAZKIN / SOLOVIOV SI LARIONOV,1,0,1
256667,3502,469,36118 TI `HOUSE`,9,172,1
442014,3503,469,LEGUME SI FRUCTE/ SCRIE SI STERGE JUNIOR,1,3,1
484252,3504,469,SIMPLY MINICANVAS PATRATA 635 X 635 CM - ALBA,11,34,1
502643,3505,469,LIVIO MARIO / GAFE STRALUCITE. DE LA DARWIN LA EINSTEIN,1,32,1
640173,3506,469,221B BAKER STREET - SHERLOCK HOLMES / 10+,4,140,1
466052,3507,468,BD / AFERIM,8,36,1
462440,3508,468,JANDY NELSON/ ITI VOI DARUI SOARELE,1,0,1
440478,3509,468,CUP - ZIGNZAG WITH ORANGE SILICONE,9,144,1
349345,3510,468,STILOU AL-STAR 28 M DARK BLUE  # VT20159,11,134,1
476504,3511,468,GIFT BAG - LARGE - AFTER RAIN,5,42,1
478878,3512,468,CUILLÈRE AU CHOCOLAT PET NOIR ORANGE CONFITE (CHOCOLATE CUBES WITH SPOON FOR HOT CHOCOLATE INDIVIDUAL PACKAGE),13,35,1
486653,3513,468,MARGI PREUS / INIMA DE SAMURAI,1,121,1
524728,3514,468,KADARE ISMAIL / FIRMANUL ORB,1,0,1
533206,3515,468,NOTEBOOK MEDIUM - HAPPINESS,5,91,1
559766,3516,468,WHITEHEAD COLSON / RUTA SUBTERANA,1,0,1
412356,3517,467,ROLF DOBELLI / ARTA DE A GANDI LIMPEDE,1,48,1
329684,3518,467,VT15151 / STILOU VISTA 12 F TRANSPARENT,11,134,1
477700,3519,467,GENTS HAPPY BDAY GIFT BAG SML,5,42,1
496129,3520,467,STEPHEN HAWKING / GEORGE SI BIG BANGUL,1,3,1
525638,3521,467,LUCIAN BOIA / DOUA SECOLE DE MITOLOGIE NATIONALA,1,17,1
535314,3522,467,SHARON CREECH / POVESTESTE-MI CEVA,1,121,1
541137,3523,467,INVATAM ALFABETUL,1,3,1
581907,3524,467,PURE EXTRA FIG JAM 40G,13,210,1
593565,3525,467,FOC SI FURIE. IN INTERIORUL ADMINISTRATIEI TRUMP / MICHAEL WOLFF,1,17,1
648951,3526,467,CARTI ESCAPE - MISTERUL DIN ELDORADO / 12+,4,140,1
427246,3527,466,COME CLOSE / SAPPHO (LITTLE BLACK CLASSICS),0,0,1
213020,3528,466,CARE-I FAZA CU CITITUL# 9789738898899,1,3,1
264717,3529,466,DVD / BAMBI (DIAMOND EDITION) (1942),8,15,1
510677,3530,466,HARVILLE HENDRIX HELEN LAKELLY HUNT / IMPREUNA LA BINE SI LA GREU,1,45,1
508965,3531,466,SKETCHBOOK ROD IOANA BRADULET,23,227,1
534661,3532,466,ROBERT CREASE / MOMENTUL CUANTIC. ROBERT CREASE,1,32,1
541537,3533,466,ACUARELA SCOLARA PICTOR CFP,11,100,1
574278,3534,466,RATUSCA CEA URATA/ POVESTI PENTRU CEI FOARTE MICI. EDITIA 2018,1,3,1
604749,3535,466,LAROUSSE / ALBUMUL BEBELUSULUI,1,3,1
621733,3536,466,ANDREI LASC / 07:07  / CU SUFLETUL IN EST,1,9,1
622783,3537,466,RICHARD DAWKINS / DUMNEZEU O AMAGIRE. ED A III A REVIZUITA,1,149,1
627317,3538,466,DANIEL GOLEMAN / iNTELIGENTA EMOTIONALA IN LEADERSHIP ED 3 REVIZUITA SI ADAUGITA,1,48,1
631832,3539,466,BRAINBOX ORASELE LUMII / 8+,4,140,1
212840,3540,465,MIRCEA CARTARESCU / FRUMOASELE STRAINE,1,0,1
304090,3541,465,LE PETIT PRINCE / ANTOINE DE SAINT-EXUPERY# 9782070612758,0,25,1
475852,3542,465,A.P. CEHOV / LIVADA DE VISINI. TREI SURORI (TOP 10),1,2,1
478898,3543,465,COFFRET KID'S ( LAIT PARTY LAIT RIZ SOUFFLE LAIT FRAISE TAGADA),13,35,1
560383,3544,465,DE WAAL FRANS / BONOBO SI ATEUL: IN CAUTAREA UMANISMULUI PRINTRE PRIMATE,1,32,1
589371,3545,465,MEDIUM VINTAGE TRAVEL / GB137,5,42,1
592883,3546,465,FEMEI CU BARBATI / RICHARD FORD,1,0,1
441250,3547,464,FELICITARE VALENTIN 2,11,100,1
474863,3548,464,JOHN GRISHAM / MUNTELE FAMILIEI GRAY,1,0,1
504393,3549,464,L. MLODINOW S. HAWKING / O MAI SCURTA ISTORIE A TIMPULUI (REEDIT) III,1,32,1
509686,3550,464,TUDOR VISAN MIU / LA SCOALA CU REGELE MIHAI. POVESTEA CLASEI PALATINE,1,17,1
511235,3551,464,AURORA LIICEANU / EA SI EL. BIOGRAFIA UNEI RELATII (EDITIA 2016),1,45,1
576433,3552,464,ROBERT GRAVES / MITURILE GRECIEI ANTICE,1,49,1
650882,3553,464,LOIS LOWRY / NUMARA STELELE. O POVESTE DIN COPENHAGA (PAPERBACK),1,3,1
213746,3554,463,SIGMUND FREUD / DESPRE VIS# 9789737074997,1,45,1
323566,3555,463,CD / V/A / CUTIUTA MUZICALA VOL 9,2,18,1
390455,3556,463,THE BUSINESS BOOK (DK BIG IDEAS),0,19,1
486917,3557,463,Stilou AL-star 32 F blue green,11,100,1
501541,3558,463,ANTONIO SEBASTIAN JUHASZ / CODUL RUTIER MURA IN GURA,1,137,1
532772,3559,463,PECHKEKS SNOT RAGS JUST CRY CARTON WITH 250 PCS,12,123,1
558934,3560,463,ARABELLA MCINTYRE-BROWN / FLOSS CATELUSUL PIERDUT,1,3,1
587775,3561,463,HARRIET LERNER / DANSUL RELATIILOR - CUM SA VORBIM CAND NE SIMTIM FURIOSI RANITI SPERIATI FRUSTRATI JIGNITI INSELATI SAU DISPERATI,1,45,1
594419,3562,463,MULTUMESC DRAGA MAMA!,1,30,1
605586,3563,463,MICHAEL BAR-ZOHAR NISSIM MISHAL / MISIUNI LA LIMITA IMPOSIBILULUI. MICHAEL BAR-ZOHAR NISSIM MISHAL,1,17,1
612721,3564,463,LUCIA HOSSU-LONGIN / OAMENII MARI CARE AU FACUT ROMANIA MARE,1,17,1
649638,3565,463,TOM FLETCHER / SCARTII  (TOM FLETCHER),1,3,1
435251,3566,462,KEITH HITCHINS / SCURTA ISTORIE A ROMANIEI,1,17,1
392332,3567,462,DVD / MANDRIE SI PREJUDECATA VOL 1 - BBC,8,15,1
355309,3568,462,JAMIE MCGUIRE / FERICIREA INCEPE AZI,1,0,1
477468,3569,462,A.P. CEHOV / PESCARUSUL . UNCHIUL VANEA,1,2,1
494311,3570,462,SIX OF CROWS (SIX OF CROWS BOOK 1) / LEIGH BARDUGO,0,61,1
513239,3571,462,DVD / EPOCA DE GHEATA 5: PLOAIE DE METEORITI / ICE AGE 5: COLLISION COURSE (2016),8,36,1
515062,3572,462,NEIL GAIMAN / PULBERE DE STELE PALADIN,1,0,1
539282,3573,462,HOLLY WEBB / HENRY CATELUSUL DE PE PLAJA. HOLLY WEBB,1,3,1
555974,3574,462,DVD - FATA FARA ZESTRE. FILME RUSESTI,1,96,1
556465,3575,462,FREUD SIGMUND / TOTEM SI TABU - O INTERPRETARE PSIHANALITICA A VIETII SOCIALE A POPOARELOR PRIMITIVE,1,45,1
559727,3576,462,POVESTI DE IARNA,1,3,1
410204,3577,461,CEZAR PETRESCU / FRAM URSUL POLAR,1,3,1
165358,3578,461,MARTIN GEORGE R.R. / A GAME OF THRONES (A SONG OF ICE AND FIRE: 1),0,0,1
213822,3579,461,CARTI DE JOC EDUCATIVE - SCADEREA# 2000000255279# 9789731491394,1,3,1
488568,3580,461,CATHERINE LEBLANC / MAMI MA VEI MAI IUBI?,1,3,1
498989,3581,461,E.H. GOMBRICH / ISTORIA ARTEI,1,71,1
513819,3582,461,CIOCOLATA ORGANICA CALDA 300 GR,20,241,1
562968,3583,461,DAVE BARRY / CEA MAI TRASNITA NOAPTE EVER,1,3,1
564335,3584,461,SET 5 ZARURI BICYCLE,4,181,1
605109,3585,461,RODICA OJOG-BRASOVEANU / NECUNOSCUTA DIN CONGELATOR (ED. 2018),1,0,1
647540,3586,461,JEFF KINNEY / JURNALUL UNUI PUSTI  7. A CINCEA ROATA LA CARUTA   [CARTONAT 2019],1,3,1
682635,3587,461,PASCAL BRUCKNER / UN AN SI O ZI,1,0,1
427195,3588,460,IT WAS SNOWING BUTTERFLIES / CHARLES DARWIN (LITTLE BLACK CLASSICS),0,32,1
430624,3589,460,FELICITARE GLUMITA - TI-AM FACUT OCHI,19,60,1
436932,3590,460,HARTA DE DRUMETIE - MUNTII BUCEGI MN01,1,1,1
322223,3591,460,ALBUMUL FETITEI MELE,1,3,1
213889,3592,460,ERIC CARLE / VREI SA FII PRIETENUL MEU# 9789738890534,1,3,1
459327,3593,460,OCTAVIA POPESCU / POVESTEA NOTELOR CONTINUA,1,3,1
485814,3594,460,FILOSOFIE. IDEI FUNDAMENTALE,1,43,1
504311,3595,460,GAME OF THRONES - COASTER / CSP0005,9,16,1
523508,3596,460,MARK WOLYNN / POVESTEA TA A INCEPUT DEMULT,1,45,1
555724,3597,460,MAGNUS CHASE AND THE HAMMER OF THOR (BOOK 2) / RICK RIORDAN,0,61,1
575114,3598,460,SCENTED ICE CREAM SHAPED ERASERS (S / 27550,5,95,1
386060,3599,459,CALAUZIRE ZILNICA DE LA INGERII TAI. CARTI ORACOL,1,49,1
258087,3600,459,M225 ROTE GRÜTZE SUPERIOR,13,79,1
525525,3601,459,SAMMY UN PISOI SPERIOS. HOLLY WEBB,1,3,1
527689,3602,459,HOLLY WEBB / LUCKY SCAPA CU VIATA. HOLLY WEBB,1,3,1
538085,3603,459,M502 / FRUIT TEA BLEND KIWI-LOTTA PEACH/KIWI FLAVOURED,13,79,1
561008,3604,459,GOURMET BAR DARK 90G - RASPBERRY,13,157,1
581906,3605,459,PURE EXTRA MANDARIN MARMALADE 40 G,13,210,1
622580,3606,459,ELENA DIN GRECIA,1,3,1
639307,3607,459,DALE CARNEGIE / CUM SA COMUNICI EFICIENT. DALE CARNEGIE,1,48,1
671104,3608,459,ASA HELLBERG / TOSCANA TUR-RETUR,1,0,1
684253,3609,459,ROALD DAHL / CHARLIE SI FABRICA DE CIOCOLATA  (ROALD DAHL)   [FORMAT MARE],1,3,1
453390,3610,458,3008 / CARTEA BEBELUSULUI MEU,1,3,1
260725,3611,458,GIGAMIC / QUARTO MINI / 8+,4,141,1
361258,3612,458,1334 / CUM SA VORBIM COPIILOR DACA VREM SA NE ASCULTE,1,45,1
489026,3613,458,M.R. CAREY / FATA CU TOATE DARURILE,1,0,1
511690,3614,458,DAVID MICHIE / MAGICIANUL DIN LHASA,1,0,1
533503,3615,458,2 IN 1 KEYCHAIN USB CABLE ASST / US131-A-EU,12,31,1
559177,3616,458,SA INVATAM PRIMELE CUVINTE. SET EDUCATIV CU PUZZLE,1,3,1
590988,3617,458,LIANE SCHNEIDER EVA WENZEL-BÜRGER / CONNI O AJUTA PE MAMA,1,3,1
647542,3618,458,JEFF KINNEY / JURNALUL UNUI PUSTI  9. LA DRUM LUNG   [CARTONAT 2019],1,3,1
456931,3619,457,DR.KELLY MCGONIGAL / PUTEREA VOINTEI,1,48,1
383198,3620,457,ARTHAS / CHRISTIE GOLDEN,0,188,1
453321,3621,457,DVD / POCAHONTAS - COLECTIE PRINTESE (1995) o-ring,8,15,1
531201,3622,457,PARVULESCU IOANA / IN INTIMITATEA SECOLULUI 19,1,0,1
538894,3623,457,FELICITARI MICI PREVENTIS 10.5 * 15 CM / COD 01,19,60,1
540504,3624,457,E. B. WHITE / STUART LITTLE,1,3,1
605860,3625,457,BEER COASTERS,9,16,1
615556,3626,457,EVERYDAY MAGIC / JUSTIN FLOM,0,133,1
628688,3627,457,WEINA DAI RANDEL / LUNA DIN PALAT,1,0,1
635376,3628,457,BRAINBOX ROMANIA / 8+,4,140,1
467142,3629,456,RANDALL MUNROE / WHAT IF? CE-AR FI DACA?,1,32,1
439896,3630,456,RAWBITE COCONUT 50 G,20,157,1
255597,3631,456,DB32472 TEAPOT FUNG 0.4L,9,80,1
327407,3632,456,LIMBA ENGLEZA. SIMPLU SI EFICIENT ED. II,1,70,1
447819,3633,456,CONSTRUIESTE CORPUL UMAN SI DESCOPERA CUM FUNCTIONEAZA - 3D URIAS INCLUS,4,90,1
482490,3634,456,RALF LEUTHER / CARA,1,3,1
528950,3635,456,NEIL GAIMAN / NOROC CU LAPTELE PB,1,3,1
535350,3636,456,EH KOALA CAN MUG,9,14,1
538760,3637,456,HELEN FISHER / ANATOMIA IUBIRII. O ISTORIE NATURALA A RELATIILOR DE DRAGOSTE SI A DESTRAMARILOR,1,45,1
574272,3638,456,DEGETICA/ POVESTI PENTRU CEI FOARTE MICI. EDITIA 2018,1,3,1
584896,3639,456,REVISTA / IOCAN NR. 6 / REVISTA DE PROZA SCURTA,1,0,1
588764,3640,456,BRENE BROWN  / CURAJUL IN SALBATICIE,1,48,1
645556,3641,456,MANDALA MIRRORS / MR16-A,12,123,1
336158,3642,455,STILOU AL-STAR 26 F GRAPHITE  # VT20432,11,100,1
258432,3643,455,M139 GREEN GARDEN 50G,13,79,1
428547,3644,455,OLIVER JAMES / CUM SA ITI DEZVOLTI SANATATEA EMOTIONALA,1,48,1
463455,3645,455,GOURMET BAR MILK CARAMELISED PECAN NUTS,13,157,1
452247,3646,455,30 DE RETETE DELICIOASE CU NUTELLA,1,78,1
589341,3647,455,STEPHEN KING / ALEGEREA CELOR 3 (SERIA TURNUL INTUNECAT PARTEA A II-A),1,0,1
591516,3648,455,JULES VERNE / DOI ANI DE VACANTA,1,121,1
655328,3649,455,CUB RUBIK 3x3 OPEN BOX,4,6,1
462537,3650,454,FELICITARE TADA LA MULTI ANI #TADALMAWHITE0003,11,23,1
430901,3651,454,GAME OF THRONES: HAND OF THE KING WAX SEAL KIT / RUNNING PRESS,0,197,1
406063,3652,454,PATRON STILOU 6/CUT SCHNEIDER NEGRU,11,108,1
405219,3653,454,AGATHA CHRISTIE / CU CARTILE PE FATA (HERCULE POIROT). AGATHA CHRISTIE,1,0,1
478073,3654,454,BIBLIA ORTODOXA,1,68,1
497824,3655,454,PRIDE AND PREJUDICE / JANE AUSTEN (VINTAGE CLASSICS LIBRARY),0,0,1
531241,3656,454,MICHAEL ENDE / PUNCI CU PORUNCI PB,1,3,1
543700,3657,454,MIHAIL BULGAKOV / MAESTRUL SI MARGARETA - CARTONATA,1,0,1
590887,3658,454,DE ROBIEN BEATA / BLESTEMUL SVETLANEI. POVESTEA FIICEI LUI STALIN,1,9,1
592988,3659,454,NOTEBOOK SMALL - TRAVEL,5,54,1
464747,3660,453,CD # VARIOUS ARTISTS # IT'S CHRISTMAS: THE ABSOLUTELY ESSENTIAL 3CD COLLECTION,3,37,1
525398,3661,453,IT / STEPHEN KING,0,0,1
569444,3662,453,WHITNWY STEWART / CINE A FOST WALT DISNEY?,1,3,1
382933,3663,452,DALAI LAMA / MINTEA LINISTITA SI SENINA,1,68,1
512256,3664,452,LUCIAN BOIA / ROMANIA TARA DE FRONTIERA A EUROPEI,1,17,1
524209,3665,452,HARRY POTTER (HOGWARTS CREST) - CARDED / RK38453C,21,113,1
535319,3666,452,MICHAEL BOND / UN URS PE NUME PADDINGTON (CARTILE DE AUR),1,3,1
546169,3667,452,MONOPOLY CLASSIC/ C10092780,15,104,1
555976,3668,452,REVISTA / IOCAN NR. 4 / REVISTA DE PROZA SCURTA,1,0,1
592273,3669,452,DESPRE FOTOGRAFIE (EDITIA A II-A) / SUSAN SONTAG,1,209,1
605512,3670,452,VIKTOR E. FRANKL / VOINTA DE SENS,1,45,1
626038,3671,452,ELISE DE RIJCK / 250 DE LUCRURI DE INCERCAT INTR-O VIATA - PENTRU PRIETENI. ELISE DE RIJCK,1,30,1
625064,3672,452,CUTE RAINBOW UNICORN DESIGN ENAMEL PIN BADGE / PIN09,12,31,1
391711,3673,451,ADINA ROSETTI / DOMNISOARA POIMAINE SI JOACA DE-A TIMPUL,1,3,1
406334,3674,451,ADRIAN SCHIOP / SOLDATII. POVESTE DIN FERENTARI (TOP 10),1,0,1
459053,3675,451,HARUKI MURAKAMI / ELEFANTUL A DISPARUT (TOP 10),1,0,1
337190,3676,451,DVD / 101 DALMATIENI / 101 DALMATIANS (1961) SP ED,8,15,1
536428,3677,451,THE NOTECARD COLLECTION/ PENCIL ‘THANKS’/COPPER FOIL/ EMBOSSED/GTPNC36,5,26,1
557456,3678,451,ANNA DEWDNEY / LAMA LAMA IN PIJAMA,1,3,1
561890,3679,451,ERIN WATT / PRINTUL DE HARTIE. FAMILIA ROYAL VOL2,1,121,1
684254,3680,451,ROALD DAHL / MATILDA  (ROALD DAHL)   [FORMAT MARE],1,3,1
464526,3681,450,PUNGA ARABESQUE MICA,11,152,1
467210,3682,450,CD / V/A / CUTIUTA MUZICALA VOL 10,2,18,1
215277,3683,450,BERRY BRAZELTON / PUNCTE DE COTITURA / VOL 2 / # 9789731998022,1,45,1
411161,3684,450,COPPER LIGHTS 18/CDU / LT00-EU,10,20,1
446133,3685,450,INSIGNA / LOVE BOOKS,12,31,1
489451,3686,450,LAWRENCE E. SHAPIRO / INTELIGENTA EMOTIONALA A COPIILOR. JOCURI SI RECOMANDARI PENTRU UN EQ RIDICAT (EDITIA 2016),1,45,1
489766,3687,450,ALICE SCOTT VINTAGE PRINTS DAPPER DACHSHUND LUXE THANK YOU NOTES:10 NOTECARDS 11 ENVELOPES / GALISON,5,26,1
523546,3688,450,ULISES WENSELL/PALOMA WENSELL / IMI ESTI FOARTE DRAG URSULETULE!,1,3,1
581219,3689,450,A PRIVI SI A VEDEA / ALAIN DE BOTTON,1,128,1
583267,3690,450,HOLLY BLACK / PRINTUL NEMILOS,1,121,1
600479,3691,450,NEAGU DJUVARA / AMINTIRI DIN PRIBEGIE,1,9,1
632018,3692,450,HANS FALLADA / FIECARE MOARE SINGUR   [CARTI-CULT],1,0,1
639723,3693,450,ROALD DAHL / DOMNUL FOX VULPOI FANTASTIC  (ROALD DAHL)   [FORMAT MARE],1,3,1
441239,3694,449,ERIN HUNTER / EXPLORATORII. INCEPUTUL AVENTURII. VOL. 1,1,3,1
426429,3695,449,CUTIE ISTET DE MIC! VOL. 3 PRIMELE CUVINTE RO-ENGLEZ 5 CARTI,1,3,1
445325,3696,449,FELICITARE GLUMITA - DUS CU PLUTA,19,60,1
362311,3697,449,VT 20158 STILOU AL STAR 28 F DARK BLUE LAMY,11,134,1
496994,3698,449,SCENTED HIGHLIGHTERS,5,169,1
530046,3699,449,TESTE DE LOGICA. MENSA,1,30,1
540020,3700,449,JAY ASHER / CELE TREISPREZECE MOTIVE 2017 (TL),1,121,1
553402,3701,449,MATHIAS ENARD / VORBESTE-LE DESPRE BATALII REGI SI ELEFANTI,1,0,1
576150,3702,449,DAVID MCKEE / ELMER SI BALENELE,1,3,1
586331,3703,449,SETH GODIN / SI TU POTI SA ZBORI,1,48,1
598444,3704,449,CAMILLA LACKBERG / VRAJITOAREA,1,0,1
462952,3705,448,KATE MILFORD / MISTERUL DIN HANUL PUNGASILOR (TL),1,3,1
383744,3706,448,SUZANNE COLLINS / JOCURILE FOAMEI VOL 3 - REVOLTA_PB ED 2013,1,121,1
402051,3707,448,BRELOC-PRIETENA,1,30,1
475259,3708,448,CHRISTINA BROWN / TOTUL DESPRE YOGA,1,49,1
501562,3709,448,LOST CITIES / 2j / 10+,4,140,1
538084,3710,448,M501 / FRUIT TEA BLEND GENTLE (PUMPKIN)ANGEL (ORANGE/VANILLA) FLAVOURED,13,79,1
552510,3711,448,MIHAIL SADOVEANU / DOMNUL TRANDAFIR SI ALTE MINUNATE POVESTI,1,21,1
551756,3712,448,DVD / PE ARIPILE VANTULUI / GONE WITH THE WIND (ICONIC MOMENTS) (2017),8,15,1
553210,3713,448,FOAM BAUBLE DEER 3ASS / 457341,10,20,1
574259,3714,448,SOUS VERRE VINCENT VAN GOGH N°2,9,16,1
646260,3715,448,GARY CHAPMAN / CELE 5 LIMBAJE ALE IUBIRII PENTRU CEI SINGURI. GARY CHAPMAN,1,48,1
439906,3716,447,HARVILLE HENDRIX HELEN LAKELLY HUNT / DARUIESTE IUBIREA CARE VINDECA,1,45,1
187634,3717,447,PAPER GIFTBAGS ART.N 1 - G# 3800052610618,11,152,1
512526,3718,447,OANA PELLEA / JURNAL 2003-2009,1,9,1
552672,3719,447,AGATHA CHRISTIE / PARTENERI CONTRA CRIMEI (TOMMY SI TUPPENCE). AGATHA CHRISTIE,1,0,1
624139,3720,447,JOEL DICKER / DISPARITIA LUI STEPHANIE MAILER,1,0,1
647701,3721,447,BOIA LUCIAN / CUM AM TRECUT PRIN COMUNISM. AL DOILEA VEAC. MEMORII,1,9,1
453556,3722,446,JETOANE. INVATAM TABLA INMULTIRII,1,3,1
386933,3723,446,DESENEZ  PAPUSILE MELE INUITE,1,3,1
489680,3724,446,ERIN HUNTER / SUPRAVIETUITORII VOL 3. CADEREA INTUNERICULUI,1,3,1
507441,3725,446,BOB DYLAN / CRONICA VIETII MELE (CONT. TIRAJ),1,9,1
507642,3726,446,BUCURVILLE,1,3,1
538150,3727,446,IULIAN TANASE ALEXIA UDRISTE / AVENTURILE LUI SACHA IN CASTELUL FERMECAT,1,3,1
560011,3728,446,M765 HOT & SPICY,13,79,1
577365,3729,446,BROSA HANDMADE LEMN,19,60,1
341877,3730,445,DB41809 / TEA BALL HEDWIG STAINLESS STEEL Ø 5 CM,9,172,1
415304,3731,445,CONCENTRARE/ IQ FUN,1,3,1
489161,3732,445,HARRY POTTER AND THE CURSED CHILD - PARTS ONE & TWO (SPECIAL REHEARSAL EDITION) : THE OFFICIAL SCRIPT BOOK OF THE ORIGINAL WEST END PRODUCTION PARTS I & II/ ROWLING J.K. / J.K. ROWLING AND JACK THORNE,0,3,1
511858,3733,445,KUNDERA MILAN / IUBIRI CARAGHIOASE,1,0,1
533209,3734,445,GIFT BAG - LARGE - ELEPHANT,5,42,1
577235,3735,445,ACADELE SPIRALA MIX 4 CULORI,13,161,1
401637,3736,444,STANISLAW LEM / SOLARIS,1,0,1
413311,3737,444,I.L. CARAGIALE / MOMENTE SI SCHITE PSC,1,0,1
402050,3738,444,BRELOC-TATA,1,30,1
441541,3739,444,POUR UNE NUIT D'AMOUR: SUIVI DE L'INONDATION  /  EMILE ZOLA AND ROGER RIPOLL,0,25,1
474290,3740,444,VOLUM COLECTIV / POVESTI DE DRAGOSTE LA PRIMA VEDERE,1,0,1
476493,3741,444,GIFT BAG - MEDIUM - WILD&FREE,5,42,1
499219,3742,444,MAREA CARTE DE JOCURI LOGICE. 197 DE PROBLEMEENIGME SI GHICITORI,1,3,1
497823,3743,444,THE PICTURE OF DORIAN GRAY / OSCAR WILDE (VINTAGE CLASSICS LIBRARY),0,0,1
511148,3744,444,MAD SCIENTIST SKULL ERASERS / ER54-A,5,95,1
512958,3745,444,CLOTILDE ARMAND / AM ALES ROMANIA: POVESTEA MEA,1,9,1
522430,3746,444,SET HARRY POTTER 1-3,1,121,1
536188,3747,444,HOLLY WEBB / SPOT PISOIUL FURAT. HOLLY WEBB,1,3,1
533562,3748,444,MB098 - MAGNET DE FRIGIDER - ROMANIA,11,146,1
558217,3749,444,OLIVER SACKS / RECUNOSTINTA,1,128,1
575183,3750,444,BOIA LUCIAN / CUM S-A ROMANIZAT ROMANIA,1,17,1
581685,3751,444,CATH CROWLEY / CUVINTE ÎN ALBASTRU INTENS,1,121,1
583339,3752,444,POM POM PEN,5,134,1
590216,3753,444,THOMAS W MCKNIGHT ROBERT H PHILIPS / TACTICI DE SEDUCTIE - U166,1,48,1
